track_id,song_name,artist_name,album_movie_name,mood_label,language
3HiobOOpSpMsi95WBKPBYk,Hamari Adhuri Kahani (Title Track),Jeet Gannguli,Hamari Adhuri Kahani,sad,hindi
2FCXQHugkoHE1K3tiDu8pu,Agar Tum Saath Ho,Alka Yagnik,Love Forever With Arijit Singh,sad,hindi
4XTgFBxBHN6var1BzAgE1m,Jhol,Maanu,Jhol,sad,hindi
1UWacd8x8tPPwmrPB1MoBI,Ae Dil Hai Mushkil Title Track,Pritam,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],sad,hindi
4vHRQnzGcKEtqsLH70tAms,Raanjhan,Sachet-Parampara,Do Patti,sad,hindi
5qMKcWk6Lcuz0t3R9Ed1NO,Stay,King,Stay,sad,hindi
56zZ48jdyY2oDXHVnwg5Di,Tum Hi Ho,Arijit Singh,Aashiqui 2,sad,hindi
3trnNo4KeaUlFuUiV7iRCj,Tera Chehra,Arijit Singh,Sanam Teri Kasam,sad,hindi
2plbrEY59IikOBgBGLjaoe,Die With A Smile,Lady Gaga,Die With A Smile,sad,English
6EivvaEepVTjmDde43eGiB,Ve Kamleya,Pritam,Rocky Aur Rani Kii Prem Kahaani,sad,hindi
2ZzZ2qwZBWlDKs420hhloc,Maand,Bayaan,Safar,sad,hindi
5GJ3WaxTSlxDY3csctX20H,Bewajah,Himesh Reshammiya,Sanam Teri Kasam,sad,hindi
1YMLgvsQdE27r30q0fsLeV,Tera Fitoor,Arijit Singh,Genius,sad,hindi
0SA1zJy9pTG3xMKmyhTWiH,Dekha Ji Dekha Maine,Jaani,Dekha Ji Dekha Maine,sad,hindi
2PvaburAUlhNHxVhw5lvOq,Humdard,Arijit Singh,Ultimate Love Songs - Arijit Singh,sad,hindi
5zCnGtCl5Ac5zlFHXaZmhy,Sajni,Ram Sampath,Laapataa Ladies,sad,hindi
5En9zOsP5wURF47Fxzh66o,Bhool Bhulaiya,Hanita Bhambri,Bhool Bhulaiya,sad,hindi
7yDHHVKLbvDmVw1XXhDDIO,Pehle Bhi Main,Vishal Mishra,ANIMAL,sad,hindi
388EAed7c6eKGbkqM3oYUP,Galatfehmi,Sachin-Jigar,Nadaaniyan,sad,hindi
7hDoxkN20lLb06zifzYnD2,"Ishq - From ""Lost;Found""",Faheem Abdullah,Lost;Found,sad,hindi
5FDVyL6VahLO3B4T7xRYD9,Qatal,Guru Randhawa,WITHOUT PREJUDICE,sad,hindi
1fcCPXmH4vUzG6UQTTjZp5,Phir Bhi Tumko Chaahunga,Mithoon,The Arijit Singh Collection,sad,hindi
5uVdnHJtxvpy3BSmoxV5Kn,Sajna Ve,Ravator,Sajna Ve,sad,hindi
2GXXZFUxYg2LvG8SR0byOE,Jeena Jeena,Sachin-Jigar,Badlapur,sad,hindi
3jf5303mzzJ96O8xFTcEn4,Mann Bharryaa 2.0,B Praak,Shershaah,sad,hindi
7KH7qQDC34EPT0sK3EJP3s,Tell Me,Karan Aujla,Tell Me,sad,hindi
4bD9z9qa4qg9BhryvYWB7c,Kabira,Pritam,Yeh Jawaani Hai Deewani,sad,hindi
32765xcLM1fd6wQIpkN9A0,Hasi - Male Version,Ami Mishra,Hamari Adhuri Kahani,sad,hindi
1EZzUDV9IdzLVgmz7v86nx,AANKH,Sunidhi Chauhan,AANKH,sad,hindi
4VhqKzBeAlhTjLYZr0oJx8,Tu hai kahan,AUR,Tu hai kahan,sad,hindi
1y1rQTkWmrZdJmjwuK07GC,Kaise Hua,Vishal Mishra,Kabir Singh,sad,hindi
09VWVd647SOaxdOldbQ60U,Malwa Flow,Khan Bhaini,Malwa Flow,sad,hindi
3GrCQPpKqKzOcKfMAoqn82,Bolna,Tanishk Bagchi,Kapoor & Sons (Since 1921),sad,hindi
4XKQsdsPfff5xzNpZW6gCT,Tu Chaand Hai,Akhil Sachdeva,Tu Chaand Hai,sad,hindi
4blqlsA1uf2d2I40E90EUC,Tere Hawaale,Pritam,Laal Singh Chaddha,sad,hindi
72zHuDxFQTjbL51qJQSA7j,Ranjha,Jasleen Royal,Shershaah,sad,hindi
6j0Z1rhxDj3rqIgEqnauEW,Chhoti Baatein,Aary,Chhoti Baatein,sad,hindi
0czcoKJbJt08NqKrvSbbz7,O Bedardeya,Pritam,Tu Jhoothi Main Makkaar,sad,hindi
3WLJ7D5kh44K5eJ1NqZQ6W,Baarishein,Anuv Jain,Baarishein,sad,hindi
7MXVkk9YMctZqd1Srtv4MB,Starboy,The Weeknd,Starboy,sad,hindi
6TFESXMfJJWwccviaxGAMa,Humsafar,Akhil Sachdeva,Badrinath Ki Dulhania,sad,hindi
6gwnKOvdBKkTU4CQ7KpIAu,"Bandeya - From ""Dil Juunglee""",Shaarib Toshi,Dil Juunglee,sad,hindi
3AWDeHLc88XogCaCnZQLVI,Cry For Me,The Weeknd,Hurry Up Tomorrow,sad,hindi
75p6BrziB5urmwPCeXl3y7,Main Dhoondne Ko Zamaane Mein,Arijit Singh,Heartless,sad,hindi
2y0hUGvHaKm2p5xmJF4HBe,Saware,Arijit Singh,Ultimate Love Songs - Arijit Singh,sad,hindi
7cMhicmOIwfJlWURl90AOc,Follow You,Noizy,Follow You,sad,hindi
6cUOiOY5qh2FpIQWIYAd2h,Mehrama,Pritam,Love Aaj Kal,sad,hindi
5fJeJQBDLq1A6iNNX4spkO,Churake,Vilen,Churake,sad,hindi
4eFnk661RcdOuH9ajiTO3j,Banjaara,Mohammed Irfan,Ek Villain,sad,hindi
33ZSjdEUt5LmAgF1DRizHF,Ishaare,Sejal,Finding Joy,sad,hindi
2Fv2injs4qAm8mJBGaxVKU,Tujhe Kitna Chahne Lage,Arijit Singh,Kabir Singh,sad,hindi
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,The Idol Episode 4 (Music from the HBO Original Series),sad,hindi
1feANd8EfcDP5UqSvbheM3,Bekhayali,Sachet Tandon,Kabir Singh,sad,hindi
6mTvwBzWTGDOVeCNQEqtOE,Soch Na Sake,Amaal Mallik,Airlift,sad,hindi
0EYrMu9FdtUTMZ8EK6cg5Q,Simti,Anumita Nadesan,Simti,sad,hindi
1L3Nsi7YXtBxTdnbqektia,Hawa Banke,Darshan Raval,Hawa Banke,sad,hindi
7G5wpuR61ABrT7R1snos7C,Kalank - Title Track,Pritam,Kalank,sad,hindi
0OlYIIUtBAWF2iEiTYan5h,Aashiyan,gini,Aashiyan,sad,hindi
4RCd3Gdtt3dNedof64hqRD,Phir Mohabbat,Mohammed Irfan,Ultimate Love Songs - Arijit Singh,sad,hindi
1Es7AUAhQvapIcoh3qMKDL,Timeless (feat. Playboi Carti),The Weeknd,Timeless,sad,hindi
3ySVdXje5nm31d7vL3jNV3,Galliyan,Ankit Tiwari,Ek Villain,sad,hindi
0oyRsViujx1G3roko1ccsL,CHAL,Dabzee,DELKOCHI,sad,hindi
7w5Je2ouh5Zxp5nfaGitvy,Naina,Arijit Singh,Dangal,sad,hindi
3f0wz6zcA7XkQiGm0qNF5r,Thodi Jagah,Arijit Singh,Marjaavaan,sad,hindi
4VsP4Dm8gsibRxB5I2hEkw,Kahani Suno 2.0,Kaifi Khalil,Kahani Suno 2.0,sad,hindi
0rlLBWFFTQiOWi963SH9bb,Choo Lo,The Local Train,Aalas Ka Pedh,sad,hindi
4ZAfFg1SAqPRZgRb09vMsZ,Yeh Kahani,Shael,Yeh Kahani,sad,hindi
3FbZoPzEaUBOD84l1FwFEH,Mujhe Peene Do,Darshan Raval,Mujhe Peene Do,sad,hindi
2MsGTWvf7dcjKbI0WTq6Pz,Judaai,Sachin-Jigar,Badlapur,sad,hindi
36dVY8T3zHcL0m1H0UqBX4,Gal Dil Wali,EKAM,Gal Dil Wali,sad,hindi
18YHbIhrleUkKKj2DvEp79,Zara Sa,Pritam,Jannat,sad,hindi
3bZPdEskcnMdepwCaDSJRl,Bin Tere,Vishal-Shekhar,I Hate Luv Storys,sad,hindi
1mfNvoZ1Ks7oAdVSOGPJQG,Pura Saal,Abdullah Muzaffar,Rags To Riches,sad,hindi
4BTPzhEsyW3blWcxcuhLM0,Mitwa,Shankar-Ehsaan-Loy,Kabhi Alvida Naa Kehna,sad,hindi
5G7pZ8G8NFvS1MQ9H4L7dC,Pal,Javed-Mohsin,Pal,sad,hindi
55fSZWdcvMPJga3LbiV8jN,Noor E Khuda,Shankar-Ehsaan-Loy,My Name Is Khan,sad,hindi
37ZzRCXyqr1U88A3GWo6UJ,Raahon Ne,Aniya Vibes,Raahon Ne,sad,hindi
4OcvkkpF3xmyCGGY5IBlgi,Tera Ban Jaunga,Akhil Sachdeva,Best Of Akhil Sachdeva,sad,hindi
0H2iJVgorRR0ZFgRqGUjUM,Channa Mereya,Pritam,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],sad,hindi
5eOZW6Sqmt34JHdZdYjHd2,SHUNDA MANDI,Dabzee,SHUNDA MANDI,sad,hindi
7cWnks0lsRtpAi87COOiXK,O Re Piya,Salim–Sulaiman,Aaja Nachle,sad,hindi
0rMeOAvbQZ2RTG4B6L1M4p,Asal Mein,Darshan Raval,Asal Mein,sad,hindi
3fwyItGexa88kR8j76dIqv,Aziyat 2.0 - Reprise Version,Pratsofficial,Aziyat 2.0 (Reprise Version),sad,hindi
5O932cZmzOZGOGZz9RHx20,Khairiyat,Pritam,Chhichhore,sad,hindi
0JBhoxPKHJc1ZeJrjSt0VO,Tera Ghata,Gajendra Verma,Tera Ghata,sad,hindi
6E9UwSfT80age2xknoMS7Y,Tum Hi Aana,Payal Dev,Marjaavaan,sad,hindi
043SPVu75TXbs94ZfM9dfn,Dil,Kaushik-Guddu,Ek Villain Returns,sad,hindi
6L4QbsQrP9ZiZdz9SfOSGV,Yeh Dooriyan,Pritam,Love Aaj Kal,sad,hindi
4ZTx87kAgEwlPMzoojFZWg,Tera Yaar Hoon Main,Rochak Kohli,Sonu Ke Titu Ki Sweety,sad,hindi
4aHOJ8ORNz0OMCfpYr4Zmp,Tu Hi Tu (Acoustic),Sama Thakore,Tu Hi Tu (Acoustic),sad,hindi
0aoN9BQostK81IFddJn8Ej,Chidiya,Vilen,Chidiya,sad,hindi
5PvwPy5eRO8BPwpRzCHK3D,Sunn Raha Hai (Male Version),Ankit Tiwari,Aashiqui 2,sad,hindi
0up9rhm9qt2LW7cnoDFCMk,Jiyein Kyun,Pritam,Dum Maaro Dum,sad,hindi
5rpCUsEfBLIumvrxrahnKF,Wishes,Hasan Raheem,"Maybe, It's Love",sad,hindi
2dMlTWQbY9tfPFLIqAa7Tv,Kahani Meri,Kaifi Khalil,Kahani Meri,sad,hindi
2Hu0FRBMFDmEhajRzvNN6T,Halka Halka,Rahat Fateh Ali Khan,Halka Halka,sad,hindi
0XRb6eZE4dBIJdqwf1Mixu,Suniyan Suniyan,Juss,Suniyan Suniyan,sad,hindi
5OkotPzdz4hiSu58bMTqX2,Main Wahin Milunga,Rahul Mishra,Main Wahin Milunga,sad,hindi
1hlbywc8Jhl1FFqJxAMabE,Ishq,Faheem Abdullah,Lost;Found,sad,hindi
5EkuhS6Fxi7JgwaNJaaVvB,MERA YAAR,Savi Kahlon,MERA YAAR,sad,hindi
3hkC9EHFZNQPXrtl8WPHnX,Agar Tum Saath Ho,Alka Yagnik,Tamasha,sad,hindi
04ChFQZCKl2yRcvc0VR7qN,Chale Jaana Phir (Humko Tere Bina),Denny,Chale Jaana Phir (Humko Tere Bina),sad,hindi
6DefzsWqnwrFrmNVnJxWkS,Jo Tu Na Mila,Asim Azhar,Jo Tu Na Mila,sad,hindi
0YxKKO272sacGBJKjf6FnB,Saari Duniya Jalaa Denge,Jaani,ANIMAL,sad,hindi
3T0oPETOdddxJ2xTt2qJe4,Aaya Na Tu,Arjun Kanungo,Aaya Na Tu,sad,hindi
5Wf61wso1rDW8lvhX6Ccry,Ratiyaan,Hansika Pareek,Ratiyaan,sad,hindi
1BIhaVQCbMqFkvzWXdTaqy,Judaiyaan,Darshan Raval,Judaiyaan,sad,hindi
0loZn1c5heXie7OAtvK6nH,Humnava Mere,Jubin Nautiyal,Humnava Mere,sad,hindi
32IjXlRFxNtJ4eMhKAUrSX,Kaash Aisa Hota,Darshan Raval,Kaash Aisa Hota,sad,hindi
4brSaQIT3bnnE41D042fgL,Tu Hai Ki Nahi,Ankit Tiwari,Roy,sad,hindi
64r6z0P3RnhpTGdkA7p5Os,Ek Tarfa,Darshan Raval,Ek Tarfa,sad,hindi
4yMbbysldl7E3WgiaugnwM,Bekhayali,Sachet Tandon,Kabir Singh,sad,hindi
0p83RJy9EZ0hlg82xcXH7f,Dilbara,Sachet Tandon,Pati Patni Aur Woh,sad,hindi
1cAMFS6jmKPNrEEOc5pUSj,Dill Tutda,Jassie Gill,Dill Tutda,sad,hindi
2ZvWoJ82LKCgD0nU9H5ue5,Main Tumhara,A.R. Rahman,Dil Bechara,sad,hindi
79jYT83v4bMOWEgwjQxSx2,Ae Dil Hai Mushkil Title Track,Pritam,Ae Dil Hai Mushkil,sad,hindi
1SdMHj6tJp2YZ5INflJR1T,Aye Khuda,Kshitij Tarey,Murder 2,sad,hindi
1awtp7rf6ajhGY9BgzCHeZ,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",Mithoon,Shivaay,sad,hindi
12OPfS2D9a21qwnD8JqsN1,Phir Na Milen Kabhi,Ankit Tiwari,Malang - Unleash The Madness,sad,hindi
1WTwFMVRQvkx9fRpCKNrJ9,Tod Da E Dil,Ammy Virk,Tod Da E Dil,sad,hindi
6GT0oiQdjiYX91qgAMi7Vd,Nit Nit,Jasleen Royal,Nit Nit,sad,hindi
0WNCYgCd33LnBnw22WFuq8,Bhula Dena,Mustafa Zahid,Aashiqui 2,sad,hindi
42WGQxg2lPIFBt8ZRHQ4Q4,Romantic Mashup 2,Mithoon,Romantic Mashup 2,sad,hindi
1TVGIzxrXAmuhZnOn2vIC1,Tera Zikr,Darshan Raval,Hits Of Darshan Raval (Blue Family),sad,hindi
2XXea7eZyOyQWHHs4s7yI2,Ek Tarfa - Reprise,Darshan Raval,Ek Tarfa - Reprise,sad,hindi
7Lvxcrbzuz1mNCPkFakS9K,Ek Raat,Vilen,Ek Raat,sad,hindi
2wJ9d1Gfj8OqcznPAroqvh,Lo Maan Liya,Arijit Singh,Raaz Reboot,sad,hindi
4r8JqkhpTb5tzSKKHnVJIJ,Tujhe Bhula Diya,Vishal-Shekhar,Anjaana Anjaani,sad,hindi
5vFQbbtozp7Krbvbjc9hKb,Lo Maan Liya,Arijit Singh,Arijit Singh Broken Strings,sad,hindi
5LV90I2HKJFJ8GMNaS75ZA,Dil Besabar,Azadd,Dil Besabar,sad,hindi
23CkVQ84EestqfkEy4fhOQ,Baaton Ko Teri,Arijit Singh,All Is Well,sad,hindi
3h6Xvd0lISog6GxTk4X6MK,Uska Hi Banana,Arijit Singh,Arijit Singh Broken Strings,sad,hindi
0XGyrA6dFyANKNeWUGrHEf,Kahin Door - Lofi Beats,Sanam,Hindi Slowed Reverb Bollywood Lofi,sad,hindi
0KCELNf5it4kL3LGwR80cj,Wafa Ne Bewafai,Arijit Singh,Arijit Singh Broken Strings,sad,hindi
1smFN2CLqGROu0J0UyvDfL,Shayad,Pritam,Love Aaj Kal,sad,hindi
6qElTDh0OatDTUoROu0vup,Chal Wahan Jaate Hain,Arijit Singh,Groove With Arijit Singh,sad,hindi
34Fh4HXZmnuBdtgejWUZg2,Dekhha Tenu,Mohammad Faiz,Mr. And Mrs. Mahi,sad,hindi
6XpCEEa9PyONtgpXYd9obb,Mann Bharrya,B Praak,Punjabi Heartbreak Hits,sad,hindi
4Tkb7zsDmsawB7S5TpKQV1,Pehli Dafa,Atif Aslam,Pehli Dafa,sad,hindi
0TyyNe2BGZ5UOUzSGT4pP2,Jo Tu Na Mila - Acoustic,Asim Azhar,Jo Tu Na Mila (Acoustic),sad,hindi
3Oel2uKhw6SBwZ5SfRCD6r,Mehrama - Extended,Pritam,Love Aaj Kal,sad,hindi
6egfWbtFFhMToV2DvmEzmo,Tu Hain Toh,Bunny,Mr. And Mrs. Mahi,sad,hindi
0kRQN8iRYsWcJaM34wMC9K,Ab Kya...?,Gaurav Prasad,Ab Kya...?,sad,hindi
2BnDrKqD9XhhbpapNfkBKX,Jaaneya,Keshav Tyohar,Jaaneya,sad,hindi
3Y8vKR4a3PyGaBa0Y76sMP,Be Intehaan,Sagnik Kolay,Be Intehaan,sad,hindi
3UmOJXg6hJF2obAME5I6Oy,Mahiya Ve,Pulkit Kharbanda,Mahiya Ve,sad,hindi
4A0y8gWlOJJqHX7RK0gnIo,Teri Baahon Mein,Raaj Thakur,Teri Baahon Mein,sad,hindi
5b7u3idwfY2LyqMQlCwscm,Kaun Tujhe,Palak Muchhal,2016 Shining Star - Palak Muchhal,sad,hindi
5QVHNa0ppJUOoqSd36ovQS,Pachtaoge,Arijit Singh,Jaani Ve,sad,hindi
1XFZMenJ30FfGOsj8X5sqf,Khulke Jeene Ka,A.R. Rahman,Dil Bechara,sad,hindi
6fW78cd0p3ZDUzoqvx2Xqe,Muskurane - Romantic,Jeet Gannguli,Citylights,sad,hindi
07mgrIfzVe5YIgl7bioa9q,Meri Aashiqui,Palak Muchhal,Best Of Palak Muchhal,sad,hindi
1cmZbGkCEVVAck2MsWpPYQ,Hasi - Female Version,Ami Mishra,Hamari Adhuri Kahani,sad,hindi
2L2YNB3YIletW4fUtwphDv,Shayad - Reprise,Pritam,Love Aaj Kal,sad,hindi
4SuA85PaD8GFTPYwKNYDe1,Maa,Shankar Mahadevan,Taare Zameen Par,sad,hindi
32U1XMh3DKlm45uvpofhvY,Zaroorat,Mustafa Zahid,Ek Villain,sad,hindi
5Gy67YHzPZTk9Q0D73LAGH,Khamoshiyan,Jeet Gannguli,Khamoshiyan,sad,hindi
0AJ6PUJERpXYRGGQQfOrRC,"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]",Arijit Singh,Ultimate Love Songs - Arijit Singh,sad,hindi
3oM90C4SZLYzVZJEZD5EQk,Khairiyat (Bonus Track),Pritam,Chhichhore,sad,hindi
0xHvmWCpz9Pnn1sDvRehAs,Channa Mereya - Unplugged,Pritam,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],sad,hindi
2igMMUJSEqiFZqwu2b4SGz,Sanam Teri Kasam (Reprise),Mohammed Irfan,Sanam Teri Kasam,sad,hindi
1NX33DecZrq4ZUGDc47AfN,Tera Yaar Hoon Main,Arijit Singh,Ultimate Love Songs - Arijit Singh,sad,hindi
3XWBGyt7m2rZAjEj0awWnw,Sanam Re,Mithoon,Love Forever With Arijit Singh,sad,hindi
2dOWkdPfiT9SU2Wm734Rh6,"Kabhi Jo Baadal Barse (From ""Jackpot)",Arijit Singh,Love Dose Arijit Singh,sad,hindi
2ufLEVbzvEcJ3subW8jBUp,Lut Gaye,Jubin Nautiyal,Lut Gaye,sad,hindi
2k7RoJQR0mi8WVWK0Och93,Roke Na Ruke Naina,Arijit Singh,Badrinath Ki Dulhania,sad,hindi
1HT0RzPuChHC1kWbIplHyw,Teri Meri,Rahat Fateh Ali Khan,Bodyguard,sad,hindi
3QOkeMwt2pRmjwgB217fqF,Mehrama,Pritam,Love Aaj Kal,sad,hindi
1juJ3mwsFerctbngtK42G4,Saware,Pritam,Phantom,sad,hindi
6BF9qGTbwHweKyit2gEtsa,"Bulleya (From ""Ae Dil Hai Mushkil"") - Reprise",Pritam,Yours Truly Arijit,sad,hindi
1PDREqVNvmphIoNac3Vz8c,Sanam Teri Kasam,Ankit Tiwari,Sanam Teri Kasam,sad,hindi
3jJ5HgLRNydtLRghjWVaCG,Kabira (Encore),Pritam,Yeh Jawaani Hai Deewani,sad,hindi
1vsLKoccuY0NxkRJjZgcMr,Lambiyaan Si Judaiyaan,Arijit Singh,Best Of Arijit Singh - Revisited,sad,hindi
5ELS4KckqA4uxrS8RnxEjv,Taare Zameen Par,Shankar Mahadevan,Taare Zameen Par,sad,hindi
51DEaelXeJJ6cFFYbX8Hal,Zihaal e Miskin,Javed-Mohsin,Zihaal e Miskin,sad,hindi
5HXKC64VpO66LRLFVZX0NP,Khamoshiyan - Unplugged,Jeet Gannguli,Khamoshiyan,sad,hindi
5SftJq4uVpajyYC1Gs0RFF,Qaafirana,Amit Trivedi,The Arijit Singh Collection,sad,hindi
6VPVFndzRd6L5DhWPjb5o1,Jaan 'Nisaar,Amit Trivedi,The Arijit Singh Collection,sad,hindi
7DspiNppJdnNx1av4cJfUj,"Pal Pal Dil Ke Paas - Title Track - From ""Pal Pal Dil Ke Paas""",Arijit Singh,The Arijit Singh Collection,sad,hindi
1w6XiTEJCIILDTV2wyP6fT,Give Me Some Sunshine,Suraj Jagan,3 Idiots,sad,hindi
1KVnaKg2lfABHpRZS3pFcj,Kisi Raah Men Kisi Mod Par,Lata Mangeshkar,Mere Humsafar,sad,hindi
2zN2Gj1ymGyG5FjZY70P1f,Yeh Kahan Aa Gaye Hum,Lata Mangeshkar,Silsila,sad,hindi
5Y5c5bJK0O7KJDDAYKkppH,Lag Ja Gale Se Phir,Lata Mangeshkar,Woh Kaun Thi,sad,hindi
6O9tpC8F1dzV1JhkiGQ5iU,Yeh Mera Diwanapan Hai,Mukesh,Yahudi,sad,hindi
0Sm3rEToKnYX3vIjDzrQmn,Tera Mera Pyar Amar - Lata Mangeshkar,Lata Mangeshkar,Asli Naqli,sad,hindi
6MZCYPT3hZPzwJGLnXn1RF,Bade Achhe Lagte Hain,Amit Kumar,Balika Badhu,sad,hindi
6Rl4eDKFpvntiRKtPn8d5V,Ajib Dastan Hai Yeh,Lata Mangeshkar,Dil Apna Aur Preet Parai,sad,hindi
5B29YNjG7dx0GfU19ZBEpo,Dekha Ek Khwab - II,Lata Mangeshkar,Silsila,sad,hindi
52AXCViV9CJCayQkIzokkr,"Kiska Rasta Dekhe - From ""Joshila""",Kishore Kumar,Joshila,sad,hindi
3ZBD7wbqeUe3Iuw4ltmtzo,Oh Hansini,Kishore Kumar,Zehreela Insaan,sad,hindi
2hWUcbgPqVsvsgHMWEvSUe,Aap Ki Ankhon Mein Kuch,Kishore Kumar,Ghar,sad,hindi
66pgL55KG00oTsxzTw7tBE,Meri Bheegi Bheegi Si,Kishore Kumar,Anamika,sad,hindi
3OGaepo31Q3d427kHHpdx6,Rajnigandha Phool Tumhare,Lata Mangeshkar,Rajnigandha,sad,hindi
5jJ9Vh0Fr4JaXcQqlX2ys9,Kai Baar Yun Bhi Dekha Hai,Mukesh,Rajnigandha,sad,hindi
2DVbXBwctoSZ8IMX6JilBe,"Kya Dekhte Ho - From ""Qurbani""",Asha Bhosle,Audiobiography,sad,hindi
0ophwoCMQqMF8hOSkklmjL,Kuchh To Log Kahenge,Kishore Kumar,Amar Prem,sad,hindi
63duKTfcFc60adEHebFkD9,Na Tum Hamen Jano - Male Vocals,Hemant Kumar,Baat Ek Raat Ki,sad,hindi
13uRpHN3vdbt3B6xUyQEXu,Chand Mera Dil Chandni Ho Tum,Mohammed Rafi,Hum Kisise Kum Naheen,sad,hindi
6SGJNu15GW7pJeM4U2Eb19,"Pyar Manga Hai Tumhi Se - From ""College Girl""",Kishore Kumar,Audiobiography - Kishore Kumar,sad,hindi
0OnWKRgV4hEOCNyPINNxLG,Hairan Hoon Main,Shabbir Kumar,Jawab Hum Denge,sad,hindi
0XprgFKfXIDkgHZ4iYVIjk,Panna Ki Tamanna Hai,Kishore Kumar,Heera Panna,sad,hindi
5ZKMBzpA8E2dDOmL06pK3J,Yeh Raaten Yeh Mausam,Kishore Kumar,Dilli Ka Thug,sad,hindi
5qgs29LRjJ0xbGWNrkWROA,Mujhko Peena Hain,Mohammed Aziz,Phool Aur Angaar (Original),sad,hindi
6w22JfEiqjVETR5L1uRcbm,Faza Bhi Hai Jawan - Ii,Salma Agha,Nikaah,sad,hindi
1spEn1ZMmFq0ohdNy3X8qk,Aapko Dekh Kar Dekhta Rah Gaya - Mukhda,Jagjit Singh,Lively Jagjit,sad,hindi
3lMpTklvNnjaztdTEXdEXs,"Dilbar Mere - From ""Satte Pe Satta""",Kishore Kumar,Retro Reloaded - Amitabh Bachchan Hits,sad,hindi
1xGfXLa621pcth5cCyr9QQ,"Sara Zamana - From ""Yaarana""",Kishore Kumar,Retro Reloaded - Amitabh Bachchan Hits,sad,hindi
0HkyMWJTYyhp4kALs17YlA,Aap Ke Aa Jane Se,Sadhana Sargam,Melodious Voice of Sadhana Sargam,sad,hindi
3UcPbxdIsooDhUvnrLfXVS,Chhodenge Na Hum Tera Saath,Anuradha Paudwal,Marte Dam Tak,sad,hindi
2LRKpf81WAeAq2p4eitF1b,Tum Haseen Kis Kadar Ho,Mohammed Aziz,Haatimtai,sad,hindi
0bBAfDAxOO1u0qouRS2Mwm,Diye Jalte Hai Phool Khilte Hai,Kishore Kumar,Namak Haraam,sad,hindi
5BxDSAddRwTYVNvvQpJxjH,Apni To Jaise Taise,Kishore Kumar,Laawaris,sad,hindi
2KTP44IQ9n51VoRM1Otijb,Naam Goom Jayega,Lata Mangeshkar,Revival Vol.14 - Dil Deke Dekho,sad,hindi
40Ii7Ji0UQBNEBGuwx3Pya,Pyar Kiya To Darna Kya,Lata Mangeshkar,Mughal-E-Azam,sad,hindi
3qUKshcw2BWbqukX8n12U2,Aaja Piya Tohe Pyar Doon,Lata Mangeshkar,Lata Surili Phuljhadi,sad,hindi
5ibcm9rBOWvHwtbr8IZQqP,Tere Bina Jiya Jaye Naa,Lata Mangeshkar,Lata Surili Phuljhadi,sad,hindi
7yJVavhTsIrjM1KleXlpHR,Karvaten Badalte Rahe,Kishore Kumar,Aap Ki Kasam,sad,hindi
4yr3JE7HVggEnSmBIekowR,"Mausam Mastana - From ""Satte Pe Satta""",Asha Bhosle,Magical Moments,sad,hindi
2kVkpyTGbPkDkFNsb0OMMO,Ek Din Bik Jayega Mati Ke Mol - Happy,Mukesh,Dharam Karam,sad,hindi
4sUmShE9opEzVlQMifds0Y,Ankhiyon Ke Jharokhon Se - Part 1,Hemlata,Ankhiyon Ke Jharokhon Se,sad,hindi
6JSUIzxC9tx95AEfNDxfJX,Jeevan Ke Din- Lata Mangeshkar And Udit Narayan,Lata Mangeshkar,Bade Dil Wala,sad,hindi
3lHUTskUQWjJBd6jWQgxfY,Dum Maro Dum,Asha Bhosle,Hare Rama Hare Krishna,sad,hindi
2yQ2oce2laoH6yMtvK0tPy,Mujhe Tum Yaad Karna,Lata Mangeshkar,Mashaal,sad,hindi
46YZjtmMwp4O814Xq6IdyE,Mohabbat Inayat Karam Dekhte Hain,Anuradha Paudwal,Bahaar Aane Tak,sad,hindi
0M1BzofUZOmdtaVxL4MMec,Agar Mujhse Mohabbat Hai,Lata Mangeshkar,Aap Ki Parchhaiyan,sad,hindi
1Y1oOhCMswis7avi68Czag,Nindiya Se Jagi Bahar,Lata Mangeshkar,Hero,sad,hindi
5cbGhGWdor9QlS7xJbFXJ3,"O Maria - From ""Saagar""",Asha Bhosle,Saagar,sad,hindi
0QdkxzOZ5x8SCCdPMGtziq,Rahen Na Rahen,Lata Mangeshkar,Remembering Lata Didi - Hindi,sad,hindi
4WHLkQQ3LsJeHMwOguUwks,Jab Aati Hogi Yaad Meri,Mohammed Rafi,Phaansi,sad,hindi
4rNlSH6WP8ML0Yke8sPmNx,Mera Dil Ye Pukare - Tu Aaja - Heartlock Mix,Lata Mangeshkar,Mera Dil Ye Pukare - Tu Aaja - Heartlock Mix,sad,hindi
19XGh74why406tLVd0ddVt,Tumsa Nahin Dekha,Mohammed Rafi,Tumsa Nahin Dekha,sad,hindi
2TXQRtWmQzozczc8W0rY5Q,Ajnabi Kaun Ho Tum,Lata Mangeshkar,Sweekar Kiya Maine,sad,hindi
